222.71915,-16.04208, 2.72,0.45
222.67121,-15.99751, 5.03,0.56
221.80682,-21.32487, 5.40,1.88
222.96372,-18.35534, 5.97,1.24
221.49050,-15.45955, 5.97,1.39
221.54505,-21.17640, 6.30,0.75
222.89558,-17.79094, 6.43,0.64
218.71144,-20.43939, 6.47,0.22
220.68748,-19.31164, 6.53,1.33
222.52656,-15.52586, 6.75,1.33
220.35559,-19.92809, 6.76,1.20
221.47111,-17.69865, 6.76,1.66
217.71658,-20.71835, 6.79,1.20
217.98921,-16.36261, 6.93,1.82
220.12909,-16.20959, 7.06,0.89
222.36522,-19.90357, 7.15,0.34
218.51563,-16.81961, 7.17,0.17
220.03542,-16.20206, 7.23,1.54
222.13241,-17.34048, 7.25,0.79
222.93765,-20.61411, 7.30,1.28
221.12155,-16.87470, 7.35,1.91
223.41721,-19.97266, 7.40,0.60
216.74449,-17.65177, 7.50,1.98
218.54070,-19.51917, 7.54,1.33
224.08101,-18.92827, 7.57,0.65
221.03584,-21.96565, 7.63,2.26
218.00920,-20.94774, 7.65,1.25
219.82392,-20.35760, 7.68,1.35
217.05184,-17.29109, 7.70,1.90
222.13164,-17.34038, 7.74,0.80
223.40199,-19.14736, 7.86,1.35
222.72853,-19.47976, 7.94,1.19
222.79253,-18.91920, 7.95,1.20
221.39906,-16.74386, 7.97,1.15
221.47953,-18.96287, 7.97,1.27
217.80141,-19.97802, 8.01,0.75
221.51348,-18.97932, 8.08,0.32
220.22506,-15.32044, 8.08,1.44
221.32714,-18.00320, 8.09,0.71
218.20887,-16.32249, 8.13,1.72
223.27951,-18.65997, 8.14,1.15
221.45571,-18.34115, 8.14,1.51
220.45230,-18.67089, 8.14,0.62
222.64087,-18.63038, 8.15,1.27
223.96123,-18.36752, 8.16,0.98
219.20574,-20.11651, 8.18,1.58
222.88508,-18.51646, 8.18,0.62
217.32643,-17.11430, 8.20,1.46
222.47950,-17.69663, 8.21,3.33
217.83333,-15.64049, 8.21,1.03
219.91543,-16.58974, 8.24,1.16
222.42335,-18.94218, 8.26,1.30
222.66335,-19.55488, 8.28,1.91
221.58796,-21.14328, 8.29,1.91
219.84575,-17.88825, 8.31,0.67
223.00845,-17.51027, 8.32,1.26
223.80174,-18.16174, 8.33,1.43
218.13565,-18.82273, 8.34,1.32
218.55754,-19.22665, 8.35,0.76
220.88702,-18.95336, 8.37,1.32
222.08824,-21.42041, 8.39,4.24
219.99960,-17.45044, 8.45,1.33
221.22446,-21.84249, 8.45,1.39
219.38741,-16.54166, 8.46,1.14
218.09064,-17.88121, 8.46,0.28
218.14636,-21.20819, 8.47,1.17
219.96483,-21.67277, 8.47,0.16
223.04255,-20.81441, 8.48,1.26
217.72712,-19.46987, 8.50,3.15
218.44257,-21.03388, 8.50,0.25
219.85813,-19.86746, 8.51,1.69
222.10590,-15.22684, 8.53,1.22
220.61124,-16.59769, 8.54,1.15
223.03136,-17.82811, 8.55,0.67
222.53216,-16.40641, 8.57,0.51
219.69553,-19.94151, 8.58,0.53
220.61176,-18.31406, 8.59,0.78
217.19236,-17.07560, 8.60,0.86
217.37558,-18.69811, 8.60,1.72
216.64371,-18.82005, 8.64,1.00
223.11685,-17.19293, 8.65,2.99
222.85670,-17.87662, 8.65,0.46
222.63152,-20.76685, 8.65,1.28
219.53189,-21.31426, 8.66,1.27
217.57366,-20.34128, 8.69,1.21
217.76282,-20.70700, 8.70,1.36
219.60033,-16.54285, 8.72,1.25
221.49693,-16.86468, 8.74,1.30
220.56654,-17.82287, 8.74,0.41
220.44144,-16.60261, 8.76,0.67
220.64561,-21.19374, 8.77,0.53
222.55492,-21.52713, 8.77,0.86
219.45451,-20.42604, 8.78,0.45
217.44603,-19.17729, 8.80,0.73
219.30439,-18.41021, 8.81,2.04
217.17330,-16.96420, 8.81,0.60
222.86198,-17.71476, 8.83,1.44
218.98069,-18.97248, 8.83,1.38
216.76219,-18.38505, 8.83,1.62
220.43195,-20.20554, 8.83,1.27
217.37443,-18.25432, 8.84,1.41
218.95164,-18.03662, 8.84,1.31
222.62395,-19.21374, 8.87,1.29
218.84791,-19.63917, 8.87,0.76
219.62247,-17.87496, 8.89,0.37
217.18382,-17.58100, 8.90,1.25
222.61796,-18.85465, 8.94,0.53
219.81533,-19.45728, 8.94,1.28
218.45064,-19.19606, 8.94,0.63
222.90237,-18.51711, 8.96,0.77
221.35990,-15.50391, 8.96,1.27
220.15569,-19.73236, 8.96,1.68
222.95131,-17.31857, 8.96,0.87
217.92896,-16.54712, 8.97,1.42
221.83879,-18.48467, 8.97,1.29
218.39821,-16.39336, 8.97,0.49
218.21353,-16.46396, 8.97,1.55
221.67133,-17.53315, 8.98,0.56
219.98831,-19.64019, 9.01,1.21
220.23968,-18.79804, 9.02,0.73
218.55017,-17.56336, 9.03,1.26
217.69720,-16.38174, 9.03,1.20
217.83374,-15.64038, 9.04,1.23
218.39806,-19.29484, 9.05,0.88
220.89751,-17.90232, 9.06,1.70
217.72596,-16.81054, 9.08,1.91
217.29638,-19.13751, 9.09,2.11
220.85569,-19.04898, 9.09,1.13
222.56338,-18.31242, 9.10,1.26
222.75861,-17.02336, 9.11,1.80
216.85345,-18.41263, 9.12,0.82
223.26428,-16.96584, 9.13,2.01
222.84628,-18.20817, 9.15,0.49
217.93527,-18.70501, 9.15,0.70
220.26187,-15.86923, 9.15,1.54
217.88355,-16.79866, 9.18,0.81
221.71514,-19.34383, 9.18,0.71
218.26436,-15.95053, 9.18,1.54
222.32310,-15.34494, 9.19,0.86
220.19672,-20.46264, 9.19,1.97
220.04126,-15.26854, 9.20,0.71
222.82567,-16.99314, 9.21,0.54
221.75965,-16.47334, 9.21,0.55
217.81051,-16.92702, 9.21,1.19
217.02894,-19.45896, 9.21,1.81
220.05608,-19.36673, 9.23,0.57
222.40056,-19.87333, 9.24,1.78
218.46535,-15.69694, 9.24,0.79
220.13596,-17.78565, 9.24,0.70
222.51134,-16.10174, 9.25,1.45
221.20878,-17.27648, 9.25,1.86
223.42496,-17.95377, 9.26,1.75
220.67411,-18.34443, 9.27,0.64
217.00046,-19.29790, 9.27,0.72
223.08072,-19.44227, 9.28,0.77
222.86836,-20.10455, 9.29,1.25
221.05183,-15.72248, 9.30,0.50
219.80861,-16.35317, 9.31,2.49
218.84084,-18.82582, 9.33,0.68
219.28383,-18.33223, 9.33,0.69
220.39510,-20.43507, 9.34,1.95
222.12395,-18.05466, 9.35,1.26
222.56787,-20.66899, 9.35,0.85
