320.56179,-16.83452, 4.05,1.07
316.48717,-17.23314, 4.08,0.03
318.93695,-15.17148, 4.28,2.41
319.48877,-17.98514, 5.37,-0.14
316.81431,-16.42276, 5.40,4.59
321.04829,-12.87807, 5.42,0.41
318.19313,-14.39260, 5.74,4.11
318.77759,-17.34526, 5.79,1.13
317.35461,-16.61572, 6.12,1.75
316.93636,-17.45611, 6.18,-0.05
322.66814,-14.29137, 6.28,1.32
322.41738,-14.02724, 6.31,1.68
318.99844,-13.20299, 6.34,1.23
319.30636,-13.27898, 6.40,0.05
317.92242,-14.47237, 6.41,0.42
319.81233,-16.17969, 6.71,1.08
319.83560,-13.04795, 6.84,0.31
321.35386,-14.27735, 6.85,0.09
316.79001,-15.97339, 6.88,1.34
316.99304,-15.62378, 6.91,2.12
316.79501,-13.92315, 6.95,1.04
317.39610,-14.11667, 6.97,1.75
319.56540,-17.46227, 7.00,0.46
319.95276,-14.01752, 7.02,0.07
321.84684,-13.58758, 7.10,-0.11
323.41786,-16.20146, 7.17,0.63
316.21320,-17.16304, 7.18,0.33
321.76318,-19.05835, 7.20,1.71
320.46337,-16.27463, 7.32,0.77
320.83712,-13.51337, 7.33,1.08
320.03825,-13.50230, 7.36,-0.11
318.44799,-17.56606, 7.37,1.91
320.19532,-12.88630, 7.39,1.37
316.79784,-15.74818, 7.41,0.68
317.53326,-15.70405, 7.46,0.44
320.37369,-15.15617, 7.60,1.42
318.02540,-14.55821, 7.60,0.34
321.61257,-15.24517, 7.65,1.29
320.45041,-15.97714, 7.67,2.17
317.20786,-18.72722, 7.68,1.54
316.89736,-17.97736, 7.69,1.63
320.00828,-12.98637, 7.72,2.07
322.00186,-13.69869, 7.76,1.17
321.42930,-18.58743, 7.77,1.41
320.43378,-18.73558, 7.82,0.81
317.63516,-18.33082, 7.89,1.20
321.80554,-19.31180, 7.92,1.25
321.56899,-18.14947, 7.95,1.71
317.04991,-14.32206, 7.99,0.34
318.09454,-15.00028, 8.01,0.81
321.30345,-13.49350, 8.05,0.59
318.43383,-14.64895, 8.06,0.60
317.97956,-14.95869, 8.06,1.41
318.09360,-14.99953, 8.07,0.82
318.62511,-14.14661, 8.07,1.45
317.05570,-16.72679, 8.08,0.28
319.14971,-14.82314, 8.09,-0.10
316.08827,-16.42919, 8.13,1.18
318.79190,-15.12554, 8.14,0.30
321.68789,-17.27037, 8.19,0.65
319.58832,-13.32668, 8.19,0.68
317.97311,-13.70466, 8.21,1.22
320.07627,-18.93428, 8.25,1.97
319.01065,-13.46325, 8.26,2.51
317.13737,-13.84182, 8.28,1.19
317.76080,-14.06109, 8.28,1.70
322.57243,-16.30469, 8.30,1.25
317.59363,-16.95878, 8.30,0.48
321.92263,-13.56282, 8.31,1.24
319.46513,-15.89124, 8.31,0.61
318.63141,-17.90465, 8.31,0.61
318.89555,-16.09119, 8.33,0.38
318.17275,-15.84840, 8.33,1.02
322.81267,-17.26005, 8.37,0.36
318.74421,-17.57392, 8.37,1.71
319.30172,-19.50607, 8.40,0.42
317.34866,-13.77898, 8.40,1.92
322.62792,-14.42668, 8.40,1.46
318.87186,-14.40192, 8.41,0.57
318.50539,-13.69013, 8.41,1.30
317.51573,-14.26879, 8.46,0.59
319.07090,-13.56407, 8.47,1.64
317.84288,-16.02680, 8.48,1.00
320.56848,-14.91961, 8.50,0.61
322.48621,-15.15758, 8.50,0.70
317.10977,-14.90436, 8.51,0.10
320.32233,-19.16519, 8.52,1.30
317.59287,-18.45777, 8.52,1.10
318.49448,-17.61079, 8.58,0.56
320.07770,-17.01040, 8.58,2.09
317.99205,-14.04741, 8.61,1.33
316.70086,-15.57269, 8.63,0.61
317.29305,-16.16041, 8.64,0.58
319.54716,-18.68790, 8.65,0.65
321.08662,-16.06219, 8.68,-0.01
318.78666,-18.10399, 8.68,1.30
319.43379,-18.17285, 8.68,1.31
317.20163,-13.32676, 8.69,1.73
316.26820,-16.21553, 8.70,0.44
319.20403,-15.09906, 8.73,1.29
316.86603,-16.48322, 8.73,1.14
321.74880,-18.39175, 8.73,1.26
322.35005,-17.97697, 8.74,2.94
318.23149,-17.17860, 8.78,1.55
317.68232,-17.47596, 8.79,0.58
320.38056,-19.18427, 8.82,0.52
318.79856,-15.74184, 8.83,0.81
319.64682,-13.45834, 8.83,1.21
322.26714,-13.79787, 8.85,0.56
320.73671,-12.76736, 8.85,0.64
322.09017,-17.25792, 8.85,0.12
318.69088,-17.21812, 8.86,1.27
323.10613,-15.70902, 8.87,0.41
320.97376,-16.43832, 8.88,1.65
319.82986,-13.21064, 8.90,2.31
318.86236,-15.26724, 8.91,1.55
321.63641,-17.87848, 8.91,0.45
320.34713,-19.52778, 8.91,-0.04
320.51557,-19.22507, 8.91,1.37
321.23663,-18.95209, 8.92,0.51
319.21633,-14.47710, 8.93,1.43
319.89042,-14.05444, 8.94,1.42
319.30834,-18.89788, 8.94,2.00
318.31069,-13.68605, 8.94,0.49
317.00142,-14.00194, 8.94,1.56
318.81078,-13.07661, 8.95,0.57
319.38601,-13.41929, 8.95,1.19
322.53027,-16.70984, 8.97,1.49
320.04388,-16.47146, 8.98,0.49
318.44631,-15.32092, 8.99,1.58
318.84815,-14.72067, 9.00,0.04
321.24463,-14.36310, 9.00,0.71
319.63894,-17.53318, 9.01,1.23
316.72314,-15.89472, 9.01,1.17
316.84814,-14.00815, 9.03,1.09
322.20836,-14.82681, 9.03,0.77
319.88976,-14.38427, 9.03,1.16
319.07854,-14.03249, 9.03,1.38
319.90304,-16.77712, 9.04,0.16
322.63007,-16.90582, 9.05,1.19
322.80344,-18.13036, 9.05,1.11
322.61664,-17.15958, 9.08,1.22
317.87251,-18.03664, 9.09,1.22
320.73224,-14.39372, 9.09,1.55
319.41930,-13.11467, 9.10,3.26
319.96695,-12.81738, 9.10,2.63
320.56434,-13.42922, 9.11,0.71
317.96274,-18.36321, 9.12,1.67
321.39453,-13.95471, 9.12,0.11
320.85627,-18.28637, 9.13,0.47
317.73360,-16.85394, 9.14,1.81
320.48210,-15.09417, 9.14,1.25
321.03293,-15.31158, 9.14,1.35
321.59396,-14.49805, 9.16,1.41
320.68072,-16.53941, 9.16,1.22
317.37771,-18.42044, 9.16,1.07
321.89643,-17.05086, 9.17,1.67
319.82058,-16.51231, 9.18,1.31
319.36412,-17.17849, 9.18,1.65
321.72052,-17.44199, 9.19,2.26
318.48157,-18.01489, 9.19,2.05
318.01532,-18.20408, 9.19,1.28
321.74001,-18.05185, 9.19,1.30
318.64018,-14.32087, 9.19,1.21
320.39858,-17.90964, 9.19,1.26
318.71297,-14.79148, 9.20,0.48
322.15413,-16.15048, 9.20,1.93
322.01596,-14.83311, 9.21,1.21
322.12944,-18.66696, 9.21,1.31
319.24911,-19.46467, 9.22,1.27
318.89467,-17.26244, 9.24,2.34
320.79706,-14.82328, 9.24,0.72
320.06021,-17.79193, 9.24,1.44
318.31507,-13.86757, 9.25,0.81
316.85153,-17.19716, 9.25,1.55
319.76911,-14.00312, 9.25,0.66
322.58073,-14.83495, 9.26,1.34
318.18063,-18.41045, 9.26,1.44
321.09504,-12.79706, 9.27,0.12
321.77369,-16.43359, 9.27,1.29
319.08127,-19.34083, 9.27,1.27
319.79499,-12.78013, 9.29,1.07
319.23965,-17.24805, 9.31,1.22
322.11909,-13.95282, 9.33,1.50
317.08741,-15.34291, 9.33,1.18
321.57785,-13.57237, 9.34,0.51
321.29352,-16.40215, 9.34,0.25
316.39419,-17.03083, 9.35,0.60
320.32432,-18.82569, 9.35,0.23
320.58714,-19.31935, 9.36,1.03
321.87154,-14.87755, 9.37,0.73
322.11974,-18.87350, 9.38,1.33
318.65698,-13.82986, 9.39,0.61
320.89191,-15.03179, 9.39,0.32
316.67081,-16.54214, 9.40,0.38
317.75393,-19.00273, 9.40,0.73
322.01286,-16.24428, 9.40,0.68
318.53869,-17.27125, 9.40,0.60
317.81104,-13.11215, 9.40,1.29
322.45909,-18.34954, 9.41,0.39
321.27136,-17.04898, 9.41,1.30
320.64718,-17.51761, 9.42,0.98
318.37714,-14.09596, 9.42,0.46
322.82423,-17.56004, 9.43,2.09
319.95082,-15.41189, 9.44,1.37
319.85868,-17.74515, 9.45,1.72
322.06838,-16.97117, 9.45,1.25
319.31106,-15.97549, 9.46,1.79
319.67149,-14.00945, 9.46,1.14
316.58279,-16.83428, 9.47,0.64
317.67768,-18.26590, 9.47,1.25
321.63794,-16.83896, 9.47,1.14
320.45644,-13.54818, 9.49,1.08
319.89984,-12.81000, 9.49,0.52
320.44419,-14.03796, 9.49,0.64
316.79492,-13.92416, 9.50,1.69
321.94216,-19.18099, 9.51,0.52
321.09146,-13.81845, 9.51,0.43
320.99958,-13.70382, 9.51,0.54
316.91998,-18.21845, 9.52,1.53
317.81032,-16.39339, 9.52,0.58
321.37522,-18.19192, 9.52,1.29
320.56991,-17.95848, 9.53,1.07
321.98042,-16.59130, 9.54,0.96
323.41789,-16.20123, 9.54,0.00
322.55732,-18.61291, 9.55,1.36
