197.48730, -5.53915, 4.40,0.02
194.91451, -3.81189, 5.76,0.27
195.14969, -3.36828, 5.76,1.25
193.29532, -3.55311, 6.00,0.63
193.40888, -4.22493, 6.15,1.24
194.66666, -2.90372, 6.21,1.54
191.89207, -4.68134, 6.77,1.86
191.38337, -4.81092, 6.78,1.42
197.44249, -7.65549, 7.05,1.23
193.83993, -4.50386, 7.06,0.95
195.97659, -3.66336, 7.08,0.40
197.40020, -7.78094, 7.18,2.43
194.06230, -4.86402, 7.20,0.02
194.75062, -6.09100, 7.22,0.25
195.95604, -5.16282, 7.43,1.07
194.64949, -6.94833, 7.48,1.22
194.74742, -2.08180, 7.50,1.15
197.67622, -4.94191, 7.52,0.54
193.91996, -3.55059, 7.53,0.65
195.97084, -3.21799, 7.55,0.42
192.42787, -6.88018, 7.73,0.12
197.12460, -2.67890, 7.74,0.52
196.35856, -6.22361, 7.80,1.41
194.84866, -4.90683, 7.83,1.35
193.05252, -6.09036, 7.90,0.39
196.62165, -4.34115, 7.90,1.17
194.72620, -3.93267, 7.96,1.67
196.72322, -1.90458, 8.00,1.43
196.60836, -4.84600, 8.01,1.38
196.51593, -5.13555, 8.01,0.41
192.91815, -6.13310, 8.02,1.26
193.40293, -7.83917, 8.04,0.31
196.79677, -6.08207, 8.06,0.38
197.10647, -7.30809, 8.08,1.19
198.30752, -5.02403, 8.09,0.91
198.20331, -3.89461, 8.11,1.12
195.16185, -2.56310, 8.15,0.89
196.55532, -4.31103, 8.17,0.67
194.47907, -7.14099, 8.19,1.13
197.82240, -3.91537, 8.25,1.28
196.36398, -2.55755, 8.27,0.51
192.73029, -6.06115, 8.32,1.30
197.42765, -3.38989, 8.34,0.47
194.41661, -6.39233, 8.36,1.37
193.61219, -7.61058, 8.37,0.43
197.16380, -4.77269, 8.43,1.99
197.20547, -5.99579, 8.44,0.65
196.45872, -7.66106, 8.48,1.18
194.93968, -4.43042, 8.49,0.98
192.28800, -5.44528, 8.51,1.41
197.74076, -2.72890, 8.52,0.66
198.41820, -4.37736, 8.53,0.83
