ID1,RH,RM,RS,V,DG,DM,DS
ic1765,2,1,6.6,31,52,55
ic1766,2,1,40.0,31,49,36
ic1773,2,4,2.2,30,49,57
ic1778,2,6,19.4,9,13,38
ic1782,2,7,20.0,-25,26,30
ic1787,2,16,10.6,-11,55,32
ic1795,2,25,27.8,62,1,10
ic1799,2,28,45.8,45,58,16
ic1808,2,30,31.1,-4,12,56
ic1814,2,31,5.7,-36,2,5
ic1824,2,42,36.0,61,35,42
ic1826,2,39,3.7,-27,26,35
ic1828,2,40,29.0,19,17,49
ic1830,2,39,3.7,-27,26,35
ic1837,2,43,31.3,0,18,25
ic1840,2,43,41.9,-15,42,21
ic1846,2,47,43.5,13,15,20
ic1850,2,48,39.3,13,15,33
ic1852,2,49,0.4,13,13,25
ic1881,3,9,17.3,38,38,57
ic1883,3,9,42.3,40,53,35
ic1884,3,9,42.8,40,58,30
ic1887,3,10,12.9,40,45,57
ic1888,3,10,56.1,41,8,16
ic1907,3,19,54.1,41,33,49
ic191,2,2,29.4,18,22,22
ic1925,3,25,25.6,-51,16,0
ic1929,3,25,25.6,-51,16,0
ic1943,3,38,44.9,-44,6,2
ic1963,3,35,31.2,-34,26,48
ic1981,3,40,29.3,-26,51,43
ic1983,3,40,56.9,-22,33,51
ic1985,3,44,34.1,32,9,47
ic199,2,6,19.4,9,13,38
ic2002,3,54,30.3,10,42,25
ic2007,3,55,22.6,-28,9,32
ic2008,3,55,22.6,-28,9,32
ic2026,4,3,55.1,-11,10,43
ic2047,4,14,56.0,-13,11,29
ic2075,4,30,51.5,-5,47,52
ic2107,4,58,21.1,8,14,20
ic2108,4,57,16.8,-15,17,20
ic2113,4,59,31.7,-15,49,24
ic2114,4,54,23.7,-69,11,6
ic2121,5,19,44.7,-25,3,52
ic2123,5,21,56.7,3,29,11
ic2124,5,21,58.7,3,28,56
ic2126,5,21,58.8,-67,57,27
ic2127,5,22,14.6,-67,58,34
ic2131,5,32,18.5,-17,13,26
ic2133,5,42,3.9,69,22,43
ic2135,5,33,13.2,-36,23,58
ic2136,5,33,13.2,-36,23,58
ic2137,5,34,21.5,-23,32,0
ic2138,5,34,21.5,-23,32,0
ic2154,6,1,8.0,-23,40,22
ic2167,6,31,6.0,10,27,35
ic2169,6,31,4.0,9,52,0
ic217,2,16,10.6,-11,55,32
ic2172,6,46,51.2,1,18,54
ic2186,7,22,43.1,21,30,49
ic2188,7,22,43.1,21,30,49
ic2229,8,9,43.9,25,52,52
ic2232,8,12,57.8,36,15,13
ic228,2,26,41.6,-14,30,57
ic2359,8,25,12.1,20,20,3
ic2365,8,26,18.0,27,50,26
ic2366,8,26,18.0,27,50,26
ic2390,8,42,9.0,19,31,20
ic2411,8,48,30.2,19,2,37
ic2424,8,56,47.7,39,22,57
ic2449,9,13,32.9,30,0,1
ic2455,9,16,49.9,20,11,54
ic2460,9,19,18.9,33,52,51
ic2511,9,49,24.2,-32,50,21
ic2512,9,49,24.2,-32,50,21
ic2513,9,50,0.6,-32,53,2
ic2514,9,50,0.6,-32,53,2
ic2528,9,59,6.1,-27,7,42
ic2529,9,59,29.5,-22,49,34
ic2555,10,11,42.4,-31,38,34
ic2571,10,21,34.8,-34,16,1
ic2579,10,29,16.5,26,5,56
ic2585,10,30,26.5,-35,21,36
ic2592,10,35,8.1,-43,41,37
ic26,0,31,45.9,-13,20,16
ic2609,10,50,17.8,-12,6,29
ic261,2,49,4.0,-14,28,13
ic2613,10,49,49.9,32,58,53
ic2625,11,7,19.2,-19,33,22
ic281,3,4,37.2,42,21,46
ic2810,11,25,44.9,14,40,36
ic2810,11,25,44.9,14,40,36
ic282,3,6,13.3,41,50,56
ic2887,11,30,29.5,9,23,18
ic290,3,9,42.8,40,58,30
ic292,3,10,12.9,40,45,57
ic293,3,10,56.1,41,8,16
ic294,3,11,3.1,40,37,18
ic294,3,11,3.1,40,37,18
ic294,3,11,3.1,40,37,18
ic295,3,11,3.1,40,37,18
ic2953,11,44,25.8,33,21,21
ic2959,11,46,10.1,33,6,34
ic2963,11,49,24.2,-5,7,5
ic2965,11,54,1.5,-19,34,8
ic2972,11,53,40.1,-3,59,50
ic2976,11,56,1.1,-2,43,14
ic2982,11,57,51.3,27,52,6
ic2989,12,4,34.0,1,48,5
ic3035,12,12,11.8,13,14,46
ic3042,12,12,46.2,10,51,51
ic3050,12,13,47.2,13,25,29
ic3051,12,13,53.4,13,10,22
ic3064,12,15,16.7,13,1,22
ic3067,12,15,15.8,23,57,32
ic3098,12,17,9.7,7,11,27
ic3102,12,17,25.8,6,41,22
ic3113,12,17,58.1,7,11,8
ic3115,12,17,59.9,6,39,15
ic312,3,18,8.4,41,45,16
ic3131,12,18,50.8,7,51,41
ic3132,12,18,50.8,7,51,41
ic314,3,18,49.8,-1,58,23
ic3181,12,20,42.1,29,20,44
ic3211,12,22,7.3,8,59,26
ic324,3,26,28.2,-21,21,20
ic3254,12,23,29.7,19,25,37
ic3256,12,23,39.1,7,3,16
ic3260,12,23,53.1,7,6,25
ic3266,12,24,0.2,7,47,3
ic3273,12,24,14.6,8,32,13
ic3274,12,24,14.6,9,16,2
ic3301,12,25,17.6,14,10,19
ic3307,12,25,17.6,14,10,19
ic3320,12,25,50.5,10,27,32
ic3339,12,26,30.0,8,52,18
ic335,3,35,31.2,-34,26,48
ic3427,12,30,10.3,10,46,45
ic3438,12,30,59.7,8,4,41
ic3452,12,31,32.6,11,37,30
ic348,3,44,34.1,32,9,47
ic3543,12,35,41.3,26,17,12
ic3545,12,35,41.0,26,31,26
ic3546,12,35,41.6,26,13,21
ic3550,12,35,51.8,27,55,57
ic3569,12,36,8.1,19,19,18
ic3588,12,36,56.4,14,13,3
ic3592,12,36,53.2,27,51,45
ic3593,12,36,53.8,27,44,55
ic3612,12,39,4.6,14,43,54
ic3616,12,39,4.6,14,43,54
ic3667,12,41,33.0,41,9,4
ic3672,12,42,8.7,11,45,15
ic3675,12,41,52.5,41,16,25
ic3688,12,42,37.1,14,21,25
ic3721,12,44,53.1,18,45,19
ic3725,12,44,53.1,18,45,19
ic3764,12,46,56.7,9,51,28
ic3791,12,47,32.0,54,22,28
ic3804,12,48,45.7,35,19,58
ic3827,12,50,51.8,-14,29,30
ic3833,12,51,32.3,-13,19,48
ic3838,12,50,51.8,-14,29,30
ic386,4,39,58.5,-9,27,21
ic39,0,39,8.4,-14,10,20
ic3935,12,58,12.7,26,23,47
ic395,4,49,33.8,0,15,12
ic3961,12,59,1.8,34,51,43
ic3974,13,5,20.2,-35,20,13
ic3999,12,59,30.8,-14,7,55
ic4015,12,59,59.6,37,11,38
ic4016,12,59,59.9,37,11,14
ic408,5,19,44.7,-25,3,52
ic412,5,21,56.7,3,29,11
ic413,5,21,58.7,3,28,56
ic4134,13,2,4.2,-11,22,42
ic4136,13,4,19.0,-7,38,56
ic4156,13,4,55.8,-7,56,47
ic4173,13,3,54.5,-11,30,18
ic4196,13,7,33.6,-24,0,32
ic4198,13,7,42.8,24,48,40
ic4205,13,8,41.6,52,46,28
ic4210,13,10,47.7,29,42,33
ic422,5,32,18.5,-17,13,26
ic4222,13,19,40.3,-27,25,45
ic4233,13,24,50.2,-30,18,29
ic4236,13,23,27.4,6,23,34
ic4274,13,33,32.9,-65,58,25
ic4338,13,52,54.5,-1,6,49
ic4339,13,53,34.3,37,31,19
ic4341,13,53,34.3,37,31,19
ic4347,13,57,43.8,-39,58,42
ic4365,14,3,47.3,9,31,25
ic4375,14,8,2.9,-33,18,53
ic4381,14,10,57.0,25,29,47
ic4383,14,12,12.6,15,52,8
ic44,0,42,15.9,0,50,46
ic4401,14,19,25.1,-4,29,24
ic4412,14,23,10.2,26,15,59
ic4414,14,23,42.6,28,20,50
ic4424,14,27,32.3,4,49,17
ic4431,14,27,9.5,30,56,54
ic4441,14,31,38.8,-43,25,6
ic4444,14,31,38.8,-43,25,6
ic4455,14,33,43.7,-14,37,10
ic446,6,31,6.0,10,27,35
ic447,6,31,4.0,9,52,0
ic4471,14,36,32.0,41,41,7
ic4493,14,44,20.7,12,7,55
ic452,6,48,39.0,-16,54,4
ic4542,15,22,5.5,33,8,55
ic4542,15,22,5.5,33,8,55
ic4543,15,24,59.4,13,26,44
ic4550,15,35,28.5,-50,39,32
ic4551,15,37,36.2,5,58,25
ic4553,15,34,57.2,23,30,9
ic457,7,9,28.3,50,9,11
ic4586,15,55,57.5,5,55,54
ic4594,16,11,22.6,23,57,54
ic4602,16,23,38.7,11,47,12
ic4606,16,27,14.1,-26,1,27
ic4615,16,37,53.8,36,4,23
ic4616,16,37,59.8,35,59,45
ic4625,16,52,58.8,2,24,11
ic4643,17,8,32.7,42,20,21
ic4649,17,15,50.0,57,22,1
ic465,7,11,33.6,50,14,56
ic4690,18,16,51.7,-19,46,41
ic4763,18,33,30.4,67,8,13
ic48,0,43,34.4,-8,11,8
ic4854,19,27,21.2,-59,18,54
ic4855,19,27,21.2,-59,18,54
ic4857,19,28,39.1,-58,46,5
ic4858,19,28,39.1,-58,46,5
ic4867,19,26,31.9,50,7,33
ic487,7,59,7.2,-0,38,15
ic4871,19,35,42.2,-57,31,8
ic4872,19,35,42.2,-57,31,8
ic4889,19,45,15.0,-54,20,37
ic4891,19,45,15.0,-54,20,37
ic4895,19,44,56.6,-14,48,23
ic4945,20,11,17.1,-71,0,46
ic4948,20,24,27.9,-43,39,11
ic4949,20,7,19.4,-48,22,10
ic496,8,9,43.9,25,52,52
ic4998,20,22,10.6,-38,18,31
ic5000,20,22,21.6,6,25,47
ic5003,20,43,14.0,-29,51,7
ic5003,20,43,14.0,-29,51,7
ic5003,20,43,14.0,-29,51,7
ic5004,20,31,39.0,-30,49,55
ic5007,20,43,34.3,-29,42,11
ic5007,20,43,34.3,-29,42,11
ic5007,20,43,34.3,-29,42,11
ic5018,20,22,10.6,-38,18,31
ic5029,20,43,14.0,-29,51,7
ic5030,20,43,34.3,-29,42,11
ic5058,20,47,20.5,0,29,3
ic507,8,25,2.0,-0,35,28
ic5082,21,4,39.4,-12,20,16
ic511,8,50,21.8,73,27,46
ic5114,21,34,7.7,-36,39,14
ic5120,21,38,48.2,-64,21,1
ic5121,21,41,19.1,-63,54,30
ic5134,21,42,58.9,66,6,47
ic5135,21,48,19.3,-34,57,10
ic5143,21,56,9.8,-49,31,19
ic5148,21,59,35.1,-39,23,6
ic5150,21,59,35.1,-39,23,6
ic5179,22,16,9.0,-36,50,41
ic5179,22,16,9.0,-36,50,41
ic5183,22,16,9.0,-36,50,41
ic5198,22,17,42.6,-15,34,12
ic5225,22,32,7.8,-25,23,53
ic5228,22,32,23.9,-14,7,15
ic5237,22,42,17.9,-30,3,27
ic5260,22,54,18.6,-39,18,53
ic5265,22,57,10.4,-36,27,45
ic5281,23,2,3.4,27,3,11
ic5290,23,12,53.1,-23,28,8
ic5294,23,16,10.6,-42,35,5
ic5308,23,19,20.8,-42,15,29
ic5313,23,22,0.9,-42,28,49
ic5318,23,24,6.9,-11,51,37
ic5327,23,30,47.5,-13,29,7
ic5333,23,34,52.3,-65,23,46
ic5348,23,44,59.2,-42,54,36
ic5361,23,51,28.8,-13,22,52
ic5362,23,51,36.8,-28,21,55
ic5363,23,51,36.8,-28,21,55
ic5368,23,59,6.5,6,52,25
ic538,9,27,18.4,23,1,12
ic5384,0,4,9.2,-11,59,2
ic5386,0,6,28.4,-3,43,0
ic547,9,36,5.8,-12,26,12
ic554,9,41,57.0,12,17,47
ic555,9,41,57.0,12,17,47
ic556,9,43,40.3,11,3,41
ic573,9,53,36.1,-12,28,56
ic580,9,57,56.7,10,25,58
ic604,10,23,44.7,57,1,36
ic606,10,23,32.6,10,57,35
ic610,10,26,28.4,20,13,37
ic611,10,26,28.4,20,13,37
ic617,10,32,43.8,-12,38,12
ic617,10,32,43.8,-12,38,12
ic618,10,32,45.3,-12,43,0
ic622,10,34,42.6,11,11,49
ic629,10,37,2.3,-27,33,56
ic644,10,51,31.2,55,23,28
ic652,10,50,57.6,-12,26,52
ic682,11,22,14.8,20,12,31
ic684,11,21,32.9,2,48,37
ic689,11,23,38.3,-13,49,51
ic714,11,36,30.2,-9,50,50
ic717,11,38,50.8,-10,35,3
ic730,11,45,35.2,3,13,56
ic740,11,50,38.4,55,21,14
ic755,12,1,10.5,14,6,15
ic757,12,4,2.3,52,35,26
ic772,12,15,15.8,23,57,32
ic778,12,14,21.8,56,0,42
ic788,12,26,7.1,16,10,52
ic790,12,26,35.4,9,2,9
ic793,12,28,16.1,9,26,12
ic799,12,33,49.9,-7,22,29
ic805,12,41,25.4,13,43,47
ic809,12,42,8.7,11,45,15
ic811,12,44,47.0,-10,11,53
ic817,12,46,56.7,9,51,28
ic819,12,46,10.1,30,43,57
ic820,12,46,11.2,30,43,21
ic824,12,49,42.3,-4,34,47
ic824,12,49,41.0,-4,34,49
ic838,12,58,13.9,26,25,34
ic847,13,5,32.1,53,41,8
ic853,13,8,41.6,52,46,28
ic879,13,19,40.3,-27,25,45
ic888,13,24,51.4,13,44,17
ic89,1,16,3.7,4,17,40
ic895,13,42,8.3,35,39,14
ic92,1,19,48.4,32,46,2
ic93,1,19,2.2,-17,3,40
ic934,13,44,3.2,55,38,59
ic936,13,44,3.2,55,38,59
ic958,13,55,38.4,4,59,0
ic97,1,20,1.9,14,51,42
ic973,14,6,29.4,-5,28,54
ic997,14,19,25.1,-4,29,24
