ID1,RH,RM,RS,V,DG,DM,DS
ic1,0,8,24.0,27,43, 0.0
ic2,0,11, 0.0,-12,49, 0.0
ic3,0,12, 6.0,0,25, 0.0
ic4,0,13,24.0,17,29, 0.0
ic5,0,17,24.0,-9,33, 0.0
ic6,0,19, 0.0,-3,16, 0.0
ic7,0,19, 6.0,10,33, 0.0
ic8,0,19, 6.0,-3,13, 0.0
ic9,0,19,42.0,-14,7, 0.0
ic10,0,20,24.0,59,18, 0.0
ic11,0,20,30.0,56,36, 0.0
ic12,0,20,18.0,-2,39, 0.0
ic13,0,20,24.0,7,42, 0.0
ic14,0,22,36.0,10,29, 0.0
ic15,0,28, 0.0,0,4, 0.0
ic16,0,27,54.0,-13,5, 0.0
ic17,0,28,30.0,2,39, 0.0
ic18,0,28,36.0,-11,34, 0.0
ic19,0,28,42.0,-11,38, 0.0
ic20,0,28,30.0,-13,0, 0.0
ic21,0,29,12.0,0,10, 0.0
ic22,0,29,36.0,-9,3, 0.0
ic23,0,30,54.0,-12,44, 0.0
ic24,0,31,12.0,30,51, 0.0
ic25,0,31,12.0,0,24, 0.0
ic26,0,31,48.0,-13,20, 0.0
ic27,0,33, 6.0,-13,22, 0.0
ic28,0,33, 6.0,-13,27, 0.0
ic29,0,34,12.0,-2,11, 0.0
ic30,0,34,18.0,-2,5, 0.0
ic31,0,34,24.0,12,17, 0.0
ic32,0,35, 0.0,-2,8, 0.0
ic33,0,35, 6.0,-2,8, 0.0
ic34,0,35,36.0,9,8, 0.0
ic35,0,37,42.0,10,21, 0.0
ic36,0,37,48.0,-15,26, 0.0
ic37,0,38,30.0,-15,23, 0.0
ic38,0,38,36.0,-15,26, 0.0
ic39,0,39, 6.0,-14,10, 0.0
ic40,0,39,30.0,2,26, 0.0
ic41,0,39,42.0,-14,10, 0.0
ic42,0,41, 6.0,-15,26, 0.0
ic43,0,42,24.0,29,38, 0.0
ic44,0,42,12.0,0,51, 0.0
ic45,0,42,42.0,29,40, 0.0
ic46,0,43, 0.0,27,15, 0.0
ic47,0,42,54.0,-13,45, 0.0
ic48,0,43,36.0,-7,53, 0.0
ic49,0,44, 0.0,1,51, 0.0
ic50,0,46,12.0,-9,30, 0.0
ic51,0,46,24.0,-13,26, 0.0
ic52,0,48,24.0,4,6, 0.0
ic53,0,50,30.0,10,37, 0.0
ic54,0,50,48.0,-2,17, 0.0
ic55,0,51,42.0,7,43, 0.0
ic56,0,51,30.0,-12,51, 0.0
ic57,0,54,48.0,11,50, 0.0
ic58,0,55, 6.0,-13,41, 0.0
ic59,0,56,42.0,61,4, 0.0
ic60,0,56, 6.0,-13,23, 0.0
ic61,0,57, 6.0,7,31, 0.0
ic62,0,58,42.0,11,49, 0.0
ic63,0,59,30.0,60,49, 0.0
ic64,0,59,24.0,27,3, 0.0
ic65,1,0,54.0,47,41, 0.0
ic66,1,0,30.0,30,48, 0.0
ic67,1,0,18.0,-6,55, 0.0
ic68,1,0,24.0,-6,57, 0.0
ic69,1,1,24.0,31,3, 0.0
ic70,1,1, 6.0,0,3, 0.0
ic71,1,1,18.0,-6,47, 0.0
ic72,1,1,30.0,-6,46, 0.0
ic73,1,4,54.0,4,46, 0.0
ic74,1,5,54.0,4,5, 0.0
ic75,1,7,12.0,10,51, 0.0
ic76,1,8,12.0,-4,32, 0.0
ic77,1,8,42.0,-15,25, 0.0
ic78,1,8,48.0,-15,51, 0.0
ic79,1,8,48.0,-15,57, 0.0
ic80,1,8,54.0,-15,24, 0.0
ic81,1,9,12.0,-1,41, 0.0
ic82,1,9, 6.0,-16,0, 0.0
ic83,1,10,30.0,1,41, 0.0
ic84,1,11,30.0,1,39, 0.0
ic85,1,11,48.0,0,28, 0.0
ic86,1,13,30.0,-16,14, 0.0
ic87,1,14,18.0,0,46, 0.0
ic88,1,14,30.0,0,48, 0.0
ic89,1,16, 6.0,4,18, 0.0
ic90,1,16,30.0,-7,58, 0.0
ic91,1,18,42.0,2,33, 0.0
ic92,1,19,54.0,32,46, 0.0
ic93,1,19, 0.0,-17,4, 0.0
ic94,1,20, 6.0,32,42, 0.0
ic95,1,19,18.0,-12,34, 0.0
ic96,1,20,18.0,29,40, 0.0
ic97,1,20, 0.0,14,51, 0.0
ic98,1,21, 0.0,-12,37, 0.0
ic99,1,22,30.0,-12,57, 0.0
ic100,1,22,54.0,-4,39, 0.0
ic101,1,24, 6.0,9,56, 0.0
ic102,1,24,24.0,9,54, 0.0
ic103,1,24,36.0,2,2, 0.0
ic104,1,24,36.0,-1,27, 0.0
ic105,1,24,42.0,2,5, 0.0
ic106,1,24,42.0,-1,35, 0.0
ic107,1,25,12.0,14,53, 0.0
ic108,1,24,42.0,-12,38, 0.0
ic109,1,25,12.0,2,4, 0.0
ic110,1,25,54.0,33,30, 0.0
ic111,1,26, 0.0,33,29, 0.0
ic112,1,26, 0.0,11,27, 0.0
ic113,1,26,24.0,19,12, 0.0
ic114,1,26,18.0,9,56, 0.0
ic115,1,26,54.0,19,13, 0.0
ic116,1,26,48.0,-4,59, 0.0
ic117,1,27,24.0,-1,52, 0.0
ic118,1,27,36.0,-5,0, 0.0
ic119,1,27,54.0,-2,3, 0.0
ic120,1,28,12.0,-1,55, 0.0
ic121,1,28,24.0,2,31, 0.0
ic122,1,28,12.0,-14,50, 0.0
ic123,1,28,48.0,2,27, 0.0
ic124,1,29,12.0,-1,56, 0.0
ic125,1,29,18.0,-13,18, 0.0
ic126,1,29,48.0,-1,59, 0.0
ic127,1,29,48.0,-6,59, 0.0
ic128,1,31,18.0,-12,38, 0.0
ic129,1,31,36.0,-12,41, 0.0
ic130,1,31,30.0,-15,35, 0.0
ic131,1,33,12.0,30,45, 0.0
ic132,1,33,18.0,30,57, 0.0
ic133,1,33,18.0,30,53, 0.0
ic134,1,33,24.0,30,53, 0.0
ic135,1,33,12.0,30,28, 0.0
ic136,1,33,12.0,30,30, 0.0
ic137,1,33,36.0,30,31, 0.0
ic138,1,33, 0.0,0,42, 0.0
ic139,1,33,42.0,30,28, 0.0
ic140,1,33,42.0,30,29, 0.0
ic141,1,32,48.0,-14,49, 0.0
ic142,1,33,54.0,30,45, 0.0
ic143,1,34, 6.0,30,47, 0.0
ic144,1,37,42.0,-13,19, 0.0
ic145,1,38,42.0,0,44, 0.0
ic146,1,38,42.0,-17,50, 0.0
ic147,1,40, 0.0,-14,52, 0.0
ic148,1,42,24.0,13,39, 0.0
ic149,1,42,24.0,-16,18, 0.0
ic150,1,43, 0.0,4,12, 0.0
ic151,1,44, 0.0,13,12, 0.0
ic152,1,44, 6.0,13,2, 0.0
ic153,1,44,36.0,12,38, 0.0
ic154,1,45,18.0,10,39, 0.0
ic155,1,47,30.0,59,47, 0.0
ic156,1,45,30.0,10,33, 0.0
ic157,1,45,42.0,12,52, 0.0
ic158,1,45,54.0,-6,56, 0.0
ic159,1,46,30.0,-8,39, 0.0
ic160,1,46,24.0,-13,15, 0.0
ic161,1,48,42.0,10,22, 0.0
ic162,1,48,54.0,10,31, 0.0
ic163,1,49,18.0,20,42, 0.0
ic164,1,49, 6.0,-3,55, 0.0
ic165,1,50,12.0,27,38, 0.0
ic166,1,52,30.0,61,50, 0.0
ic167,1,51, 6.0,21,55, 0.0
ic168,1,50,30.0,-8,32, 0.0
ic169,1,50,36.0,-12,41, 0.0
ic170,1,52, 0.0,-8,32, 0.0
ic171,1,55,12.0,35,17, 0.0
ic172,1,54,54.0,0,49, 0.0
ic173,1,56, 0.0,1,17, 0.0
ic174,1,56,18.0,3,46, 0.0
ic175,1,56,18.0,1,20, 0.0
ic176,1,56,54.0,-2,1, 0.0
ic177,1,57, 6.0,0,9, 0.0
ic178,1,58,54.0,36,37, 0.0
ic179,2,0,12.0,38,2, 0.0
ic180,2,0, 0.0,23,37, 0.0
ic181,2,0, 0.0,23,40, 0.0
ic182,1,59,48.0,7,25, 0.0
ic183,1,59,36.0,-5,22, 0.0
ic184,1,59,54.0,-6,50, 0.0
ic185,2,0, 6.0,-1,31, 0.0
ic186,2,0,24.0,-1,33, 0.0
ic187,2,1,54.0,26,28, 0.0
ic188,2,2, 0.0,27,2, 0.0
ic189,2,1,54.0,23,33, 0.0
ic190,2,2, 6.0,23,32, 0.0
ic191,2,2,30.0,18,22, 0.0
ic192,2,2,30.0,16,1, 0.0
ic193,2,2,42.0,11,5, 0.0
ic194,2,3, 6.0,2,36, 0.0
ic195,2,3,42.0,14,42, 0.0
ic196,2,3,54.0,14,43, 0.0
ic197,2,4, 6.0,2,47, 0.0
ic198,2,6, 6.0,9,17, 0.0
ic199,2,6,18.0,9,13, 0.0
ic200,2,7,24.0,31,10, 0.0
ic201,2,7,18.0,9,6, 0.0
ic202,2,7,30.0,9,10, 0.0
ic203,2,7,30.0,9,7, 0.0
ic204,2,7,24.0,-1,23, 0.0
ic205,2,7,24.0,-2,6, 0.0
ic206,2,7,30.0,-7,2, 0.0
ic207,2,7,42.0,-6,59, 0.0
ic208,2,8,24.0,6,23, 0.0
ic209,2,9, 0.0,-7,4, 0.0
ic210,2,9,24.0,-9,40, 0.0
ic211,2,11, 6.0,3,52, 0.0
ic212,2,13,36.0,16,36, 0.0
ic213,2,14, 0.0,16,28, 0.0
ic214,2,14, 0.0,5,11, 0.0
ic215,2,14,12.0,-6,47, 0.0
ic216,2,15,48.0,-2,1, 0.0
ic217,2,16,12.0,-11,56, 0.0
ic218,2,17, 6.0,1,18, 0.0
ic219,2,18,36.0,-6,55, 0.0
ic220,2,19,12.0,-12,47, 0.0
ic221,2,22,42.0,28,16, 0.0
ic222,2,22,42.0,11,38, 0.0
ic223,2,22, 0.0,-20,45, 0.0
ic224,2,24,42.0,-12,34, 0.0
ic225,2,26,30.0,1,9, 0.0
ic226,2,27,42.0,28,11, 0.0
ic227,2,28, 0.0,28,10, 0.0
ic228,2,26,42.0,-14,31, 0.0
ic229,2,27,24.0,-23,49, 0.0
ic230,2,28,48.0,-10,50, 0.0
ic231,2,30, 0.0,1,10, 0.0
ic232,2,31,12.0,1,15, 0.0
ic233,2,31,36.0,2,49, 0.0
ic234,2,31,42.0,0,8, 0.0
ic235,2,32,48.0,20,39, 0.0
ic236,2,32,54.0,0,8, 0.0
ic237,2,33,30.0,1,8, 0.0
ic238,2,35,18.0,12,49, 0.0
ic239,2,36,30.0,38,58, 0.0
ic240,2,39, 6.0,41,44, 0.0
ic241,2,37,54.0,2,20, 0.0
ic242,2,38,30.0,-6,55, 0.0
ic243,2,38,30.0,-6,55, 0.0
ic244,2,39,24.0,2,43, 0.0
ic245,2,38,54.0,-14,18, 0.0
ic246,2,40,30.0,2,29, 0.0
ic247,2,40, 6.0,-11,44, 0.0
ic248,2,41,24.0,17,48, 0.0
ic249,2,41, 6.0,-6,56, 0.0
ic250,2,40,54.0,-13,19, 0.0
ic251,2,41,12.0,-14,58, 0.0
ic252,2,41,42.0,-14,51, 0.0
ic253,2,42, 6.0,-15,3, 0.0
ic254,2,42, 6.0,-15,5, 0.0
ic255,2,47, 6.0,16,16, 0.0
ic256,2,49,48.0,46,59, 0.0
ic257,2,49,54.0,46,59, 0.0
ic258,2,49,48.0,41,3, 0.0
ic259,2,50, 6.0,41,4, 0.0
ic260,2,51, 6.0,46,57, 0.0
ic261,2,49, 6.0,-14,28, 0.0
ic262,2,51,42.0,42,50, 0.0
ic263,2,50,36.0,0,7, 0.0
ic264,2,50,54.0,0,10, 0.0
ic265,2,54,42.0,41,40, 0.0
ic266,2,55, 0.0,42,14, 0.0
ic267,2,53,48.0,12,50, 0.0
ic268,2,55,24.0,-14,6, 0.0
ic269,2,55,24.0,-14,4, 0.0
ic270,2,55,42.0,-14,12, 0.0
ic271,2,56, 0.0,-12,0, 0.0
ic272,2,56, 6.0,-14,11, 0.0
ic273,2,57, 6.0,2,47, 0.0
ic274,3,0, 6.0,44,13, 0.0
ic275,3,0,54.0,44,21, 0.0
ic276,2,58,42.0,-15,41, 0.0
ic277,2,59,48.0,2,46, 0.0
ic278,3,1,30.0,37,47, 0.0
ic279,3,1,12.0,16,13, 0.0
ic280,3,3,18.0,42,21, 0.0
ic281,3,4,30.0,42,21, 0.0
ic282,3,5,12.0,41,51, 0.0
ic283,3,3,54.0,0,12, 0.0
ic284,3,6,12.0,42,23, 0.0
ic285,3,4, 6.0,-12,1, 0.0
ic286,3,4,48.0,-6,29, 0.0
ic287,3,5, 0.0,-12,5, 0.0
ic288,3,7,30.0,42,22, 0.0
ic289,3,10,18.0,61,19, 0.0
ic290,3,9,42.0,40,59, 0.0
ic291,3,7,24.0,-12,37, 0.0
ic292,3,10,18.0,40,46, 0.0
ic293,3,10,54.0,41,7, 0.0
ic294,3,10,54.0,40,38, 0.0
ic295,3,11, 0.0,40,37, 0.0
ic296,3,11, 6.0,40,37, 0.0
ic297,3,13,18.0,42,6, 0.0
ic298,3,11,18.0,1,19, 0.0
ic299,3,11, 0.0,-13,7, 0.0
ic300,3,14,18.0,42,25, 0.0
ic301,3,14,48.0,42,13, 0.0
ic302,3,12,48.0,4,42, 0.0
ic303,3,12,42.0,-11,42, 0.0
ic304,3,15, 0.0,37,54, 0.0
ic305,3,15, 6.0,37,51, 0.0
ic306,3,13, 0.0,-11,43, 0.0
ic307,3,13,48.0,0,13, 0.0
ic308,3,16,18.0,41,11, 0.0
ic309,3,16, 6.0,40,48, 0.0
ic310,3,16,42.0,41,20, 0.0
ic311,3,16,48.0,40,1, 0.0
ic312,3,18, 6.0,41,45, 0.0
ic313,3,21, 0.0,41,54, 0.0
ic314,3,18,48.0,-1,58, 0.0
ic315,3,19, 6.0,4,2, 0.0
ic316,3,21,24.0,41,56, 0.0
ic317,3,19, 0.0,-12,45, 0.0
ic318,3,20,48.0,-14,34, 0.0
ic319,3,23,24.0,41,24, 0.0
ic320,3,26, 0.0,40,47, 0.0
ic321,3,24,30.0,-15,0, 0.0
ic322,3,25,54.0,3,40, 0.0
ic323,3,29,30.0,41,52, 0.0
ic324,3,26,30.0,-21,21, 0.0
ic325,3,30,48.0,-7,3, 0.0
ic326,3,30,42.0,-14,26, 0.0
ic327,3,31, 6.0,-14,43, 0.0
ic328,3,31,12.0,-14,40, 0.0
ic329,3,32, 6.0,0,16, 0.0
ic330,3,32,12.0,0,21, 0.0
ic331,3,32,24.0,0,17, 0.0
ic332,3,32,42.0,1,23, 0.0
ic333,3,34, 0.0,-5,7, 0.0
ic334,3,45,12.0,76,38, 0.0
ic335,3,35,30.0,-34,27, 0.0
ic336,3,38,12.0,23,28, 0.0
ic337,3,37, 6.0,-6,43, 0.0
ic338,3,37,36.0,3,8, 0.0
ic339,3,38, 6.0,-18,23, 0.0
ic340,3,39,30.0,-13,7, 0.0
ic341,3,41,12.0,21,57, 0.0
ic342,3,46,48.0,68,6, 0.0
ic343,3,40, 6.0,-18,27, 0.0
ic344,3,41,30.0,-4,39, 0.0
ic345,3,41,12.0,-18,19, 0.0
ic346,3,41,42.0,-18,16, 0.0
ic347,3,42,30.0,-4,17, 0.0
ic348,3,44,30.0,32,17, 0.0
ic349,3,46,18.0,23,56, 0.0
ic350,3,44,42.0,-11,49, 0.0
ic351,3,47,30.0,35,3, 0.0
ic352,3,47,36.0,-8,44, 0.0
ic353,3,55, 0.0,25,29, 0.0
ic354,3,53,18.0,23,25, 0.0
ic355,3,53,48.0,20,0, 0.0
ic356,4,7,48.0,69,49, 0.0
ic357,4,3,48.0,22,9, 0.0
ic358,4,3,42.0,19,53, 0.0
ic359,4,19, 0.0,28,12, 0.0
ic360,4,13, 0.0,25,38, 0.0
ic361,4,19, 0.0,58,18, 0.0
ic362,4,16,42.0,-12,13, 0.0
ic363,4,18,54.0,3,3, 0.0
ic364,4,19, 6.0,3,10, 0.0
ic365,4,19,12.0,3,20, 0.0
ic366,4,19,36.0,2,21, 0.0
ic367,4,20,36.0,-14,47, 0.0
ic368,4,22,42.0,-12,37, 0.0
ic369,4,23,30.0,-11,47, 0.0
ic370,4,24, 6.0,-9,23, 0.0
ic371,4,30,12.0,0,33, 0.0
ic372,4,30, 6.0,-5,1, 0.0
ic373,4,30,42.0,-4,52, 0.0
ic374,4,32,30.0,16,38, 0.0
ic375,4,31, 6.0,-12,58, 0.0
ic376,4,31, 6.0,-12,27, 0.0
ic377,4,31,18.0,-12,27, 0.0
ic378,4,31,30.0,-12,18, 0.0
ic379,4,31,54.0,-7,15, 0.0
ic380,4,31,42.0,-12,56, 0.0
ic381,4,44,24.0,75,39, 0.0
ic382,4,37,54.0,-9,31, 0.0
ic383,4,39, 0.0,9,54, 0.0
ic384,4,39,18.0,-7,50, 0.0
ic385,4,39,30.0,-7,6, 0.0
ic386,4,40, 0.0,-9,27, 0.0
ic387,4,41,42.0,-7,5, 0.0
ic388,4,42, 0.0,-7,18, 0.0
ic389,4,42, 0.0,-7,18, 0.0
ic390,4,42, 6.0,-7,13, 0.0
ic391,4,57,24.0,78,11, 0.0
ic392,4,46,24.0,3,30, 0.0
ic393,4,47,54.0,-15,32, 0.0
ic394,4,48,54.0,-6,17, 0.0
ic395,4,49,36.0,0,15, 0.0
ic396,4,58, 0.0,68,19, 0.0
ic397,5,1, 6.0,40,26, 0.0
ic398,4,58,12.0,-7,47, 0.0
ic399,5,1,48.0,-4,18, 0.0
ic400,5,3,42.0,-15,46, 0.0
ic401,5,4,18.0,-10,5, 0.0
ic402,5,6,18.0,-9,8, 0.0
ic403,5,15,18.0,39,58, 0.0
ic404,5,13,18.0,9,45, 0.0
ic405,5,16,12.0,34,16, 0.0
ic406,5,17,48.0,39,53, 0.0
ic407,5,17,42.0,-15,31, 0.0
ic408,5,17,54.0,-25,5, 0.0
ic409,5,19,36.0,3,18, 0.0
ic410,5,22,36.0,33,31, 0.0
ic411,5,20,18.0,-25,20, 0.0
ic412,5,21,54.0,3,29, 0.0
ic413,5,22, 0.0,3,29, 0.0
ic414,5,21,54.0,3,20, 0.0
ic415,5,21,18.0,-15,33, 0.0
ic416,5,23,54.0,-17,16, 0.0
ic417,5,28, 6.0,34,26, 0.0
ic418,5,27,30.0,-12,42, 0.0
ic419,5,31, 0.0,30,9, 0.0
ic420,5,32,18.0,-4,30, 0.0
ic421,5,32,12.0,-8,5, 0.0
ic422,5,32,18.0,-17,13, 0.0
