   1,  10.185,-14.756
   2,  71.230, 37.778
   3, 172.228,-16.451
   4,-138.899, 39.971
   5,  50.963,  3.687
   6,-104.810, 15.444
   7, 149.423,-47.054
   8, 151.319, 11.789
   9,   7.452,-56.006
  10,-143.272, 29.144
  11,-127.488,-19.208
  12,  76.267,-28.457
  13,  22.129, -1.301
  14, 127.258, 25.265
  15, -87.043,-27.149
  16, -89.252,-39.301
  17,  35.887,-16.816
  18, -24.953,-27.477
  19,-164.164, 26.072
  20,-100.649, 58.881
  21,  -3.221, 19.706
  22,  89.631, 15.611
  23,  24.656,  4.991
  24,-156.892, 26.091
  25, -72.281, 20.054
  26, 146.193, -5.837
  27,  48.153, -2.493
  28, -53.239,-36.834
  29, 141.010,-36.591
  30, 139.651,  4.663
  31, -88.728,-68.876
  32, -79.886,-63.304
  33, -17.449,-29.183
  34, -17.094, 15.831
  35,-148.820,-62.424
  36,  15.651, 70.493
  37,  56.120, 41.713
  38, -68.904,-51.251
  39, 163.966,  0.212
  40,  22.161, 27.918
  41,  19.715,-37.850
  42, -36.628, 69.735
  43, 178.761, 37.749
  44, -62.707, 12.938
  45, 128.441, -9.544
  46, -42.081, 39.598
  47, -84.582, 16.344
  48,-109.850,  5.837
  49,  59.217, 55.265
  50,-111.262,-53.717
  51,-110.483, -8.002
  52, -96.685, -0.900
  53, 133.725, 14.945
  54,  42.331,-59.632
  55,  51.647, 21.027
  56,  51.016, 66.377
  57, 101.333, 33.904
  58,  66.125, 24.500
  59, -79.830, -8.975
  60, 105.820,-48.877
  61,  97.009, 27.639
  62, -49.040, 35.016
  63,-148.036, 42.098
  64, -74.485, 38.207
  65, 120.119, 69.212
  66,  73.746, 44.307
  67, 116.638, -9.027
  68,  14.819,-74.775
  69, 146.797, 29.479
  70, 123.877, 38.470
  71,  71.548,-10.213
  72,  78.703,-58.550
  73, -27.220, 25.779
  74, 147.723, 43.291
  75,  28.631,-18.156
  76,  31.437,-55.155
  77, -38.764,-63.431
  78, 173.227,-41.087
  79,  58.251,-38.192
  80, -89.117, 42.867
  81,-132.848, 50.751
  82,-146.300,-14.969
  83, -95.400, 10.976
  84, -69.574, 44.011
  85,-146.170,-21.438
  86,-174.515, 61.092
  87,  95.649,-51.041
  88, -11.513, 12.193
  89,  19.618, -7.579
  90, 131.033, 42.789
  91,  65.464,  6.396
  92,-143.226, 53.418
  93, 102.060,-37.618
  94, 148.707, 56.877
  95,  79.677, 38.426
  96,  45.578, -8.847
  97,  81.056, -3.400
  98,-172.031, 26.200
  99,  40.735,-21.895
 100, -23.905, 15.504
 101,  71.563,-34.354
 102,  78.453, -9.735
 103,  71.358, 56.595
 104,-134.056, 57.855
 105, 115.306, 10.480
 106, 102.074, 46.836
 107, 139.727, 11.736
 108, 124.292, 63.316
 109,   0.891, -4.899
 110,  51.145,-43.071
 111,  57.211,-12.263
 112, 122.637, -5.854
 113,  75.275, 13.940
 114,  25.871,-24.771
 115,  63.599, 17.866
 116, 164.359,-38.704
 117, 140.405, -9.457
 118,  67.105, -4.957
 119, 165.538, 23.453
 120,-177.491,-43.039
 121, 112.206, 27.833
 122, 134.464,-13.038
 123, -22.776, 59.860
 124, 177.337,-11.707
 125,  -2.344,  1.020
 126, 125.724,-36.555
 127, 133.637,  8.227
 128,  66.508,-39.494
 129, 160.760, 60.146
 130, 115.614,-15.831
 131, -12.714,-42.563
 132, -26.804,-59.004
 133, 127.035, 11.414
